displacement	direction	duration
0.163221955106532	-1.39867592615117	1.404749501867
0.0739500333027621	-1.75903644357396	0.454809827239984
0.0863839692152529	-1.73433588916529	0.553190676396014
0.114952393922955	-1.30710647763446	0.782208390822007
0.141521683722058	-1.07431497138157	0.895104447228988
0.08311606205338	-1.01971231974484	0.430617815153994
0.074288323170382	-2.15897272599497	0.337075368415981
0.11117960640468	-0.921783074505074	1.011226105248
0.172881127185185	-1.22658396197096	1.003162101219
0.213989138264467	-1.63992972697771	1.05961012942299
0.0579633938069231	-1.33584246425363	0.329011364387014
0.0408981120889786	-1.74874314856235	0.308044953912002
0.0826702458227779	-0.41395021898879	0.438681819183017
0.0929368278535276	-1.35239038395713	0.658022728774
0.0638116499414178	-0.932768297278998	0.69350434650201
0.0587316215159635	-1.15245321337114	0.314496157135011
0.0722268479493657	-1.60181555430262	0.385459392589979
0.026553741230252	-2.50462293585276	0.454809827241007
0.105711369202376	-1.46532904506173	0.558029078812979
0.122722964169809	-1.37393512891318	0.677376338443992
0.0914195091434718	-1.36775179978924	0.469325034494005
0.0849061610944772	-1.36449305126906	0.445133022405003
0.152978439309234	-1.89242126746224	0.749952374705003
0.0810170075974851	-1.99088898680941	0.379008189366999
0.0936841825786968	-1.16644707688298	0.441907420793996
0.0843438700694528	-2.07301594712744	0.393523396619003
0.114396680178313	-1.54078396521419	0.630605115075014
0.0920049331509527	-1.51821774752235	0.575769887677012
0.0873664509443211	-1.49168380917729	0.677376338443992
0.090130834057671	-1.63161433920978	0.485453042551001
0.0861965306682494	-1.52743884557623	0.517709058668004
0.0762224850091621	-1.72250454108629	0.470937835298997
0.0340920811327165	-2.21367992087	0.229017714426021
0.119377296900092	-1.85683412075622	0.627379513464007
0.164852750166583	-1.30597824721877	0.946714073016011
0.158065097843121	-1.47401367657127	0.824141211772996
0.122047739513807	-1.28905592399235	0.588672294123
0.164770538303305	-0.70023123382907	1.16766778341199
0.0836516724645646	-2.02007163124961	0.520934660278982
0.101201117031197	-1.470116746509	0.690278744890009
0.12980071525659	-1.26420957178192	0.828979614190985
0.285633584686752	-1.16510253768752	1.92729696295302
0.122611824086212	-1.28129075036371	0.80640040290902
0.0549085882579011	-1.22942992998018	0.308044953910979
