displacement	direction	duration
0.14078012045592	-0.880269503628809	0.685440467189011
0.0779796213303797	-1.75070808400967	0.654797246301996
0.130117527203245	-1.48256105647506	0.577382793536998
0.199839725130596	-1.41353682834473	1.16121679147102
0.0490126487953464	-1.35672911375677	0.396749070419986
0.0734352392408942	-1.68782011044431	0.406425877014982
0.111548587321413	-1.48977749404264	0.578995594637007
0.158768665485545	-1.20391946699193	0.672538058393997
0.27290556890511	-1.47501727378427	1.19669841565602
0.161253792887586	-1.24000079223242	0.746726908959999
0.114118821634673	-1.75246131376059	0.548352373750987
0.145934737147766	-1.92978309293744	0.343526634144013
0.0566609651274304	-1.01997251078406	0.320947418754002
0.109276083235499	-1.26075471123759	0.383846661626023
0.117046475498813	-1.57213193410726	0.246758568188
0.09277328091949	-1.34573882379301	0.28707859567001
0.0947495921996899	-1.90087965569399	0.311270612158012
0.0520709949647289	-1.4191267102904	0.296755402265006
0.0730735650916438	-1.67820879629046	0.253209772585024
0.141721591473894	-0.921511787462314	0.640282036408991
0.142333111069487	-1.4956420818646	0.474163523183989
0.0529983022648081	-1.73004933019985	0.319334617654988
0.0670966899839838	-2.24871615173182	0.299981004462978
0.185395201404131	-1.43996640690989	0.479001926482994
0.132964345238835	-1.7432625317242	0.530611561658986
0.147288718618331	-1.90813517824415	0.472550722085998
0.167080390289092	-1.20662151265186	1.004775084843
0.161478729682115	-1.57678169705946	0.843494974916979
0.0915108357147049	-1.3572586794428	0.425779490205969
0.089568463562716	-1.6877315639392	0.298368203364987
0.100022338420643	-1.49497417447261	0.741888505662985
0.15437043284999	-1.82973259847864	0.722534892471003
0.136020413355741	-1.72643762044156	1.25314645412999
0.142208720350399	-1.3539926019536	0.720922091372017
0.080974402714615	-1.66339586907532	0.212889745103041
0.0727705008938451	-0.88209405142411	0.153216104429987
0.108870809553675	-2.30367239313751	0.451584307795031
0.113550176865087	-2.00003859122141	0.36933145173299
0.0942640199635266	-1.44956782382821	0.293529800065983
0.0574313604098209	-1.46012423290539	0.356429042937975
0.0927546832692114	-0.939885400031459	0.379008258326962
0.0740217977908119	-1.4909295001933	0.414489882510964
0.0577305041690176	-1.38104543929212	0.23869456269199
0.0886459977249629	-1.52587888030492	0.340301031944989
0.182619343509809	-1.39237649073106	1.17895760356402
0.0757029954223914	-1.51138299458819	0.429005092404964
0.199476793672063	-2.07594112152782	0.703181279279988
0.126404695005069	-1.31613104093925	0.403200274816015
0.120265341770696	-0.572231460458712	0.493517136375033
0.0326533310201317	0.0556470444346011	0.211276944003998
0.0584427117628696	-1.43005843729586	0.382233860526014
0.234663190531934	-1.41596569315355	1.04186951012599
