displacement	direction	duration
0.0808288832774653	1.00313229343767	0.512870749566702
0.086564636167268	0.730343936792447	0.4386818990005
0.0481934564745417	0.226479494862045	0.4096514792137
0.117964354007397	0.184728141847997	1.1515399848763
0.0725029335800541	0.222117829405535	0.325785822051905
0.0908248617111441	0.286610724619939	0.349977838540894
0.17139073546638	0.173750022127575	0.980583068354093
0.108458697413787	0.707222391573261	0.580608395736
0.0782810861996346	0.39830856428045	0.327398623151097
0.124335178104371	0.0346986280585016	0.698342875982398
0.109655395055345	0.231835247120273	0.382233860526199
0.0815722021482069	0.366747238507862	0.499968340772597
0.129211475557754	0.30807244474362	1.2821768739169
0.165181765358285	0.546256344582845	1.0934791453028
0.138580479206401	0.0533414633774595	0.796723743037703
0.121362754940059	0.247413337663967	0.601574810026499
0.163256684054413	0.0980047845056899	0.806400549633302
0.213623423061747	0.268369065987298	0.841882173817105
0.14103465140397	-0.0310845189456474	0.766080522151697
0.0830430182286158	0.372782301591131	0.298368203364298
0.10064777473813	0.302342523674558	0.338688230846003
0.0369356916880587	0.358049171096612	0.201600137408299
0.179626847927987	0.323418416713073	0.616090019919895
0.0562048987676455	0.22824973661527	0.343526634143799
0.131478973281049	0.213004078482206	0.416102683610802
0.107134239583571	0.286890694376034	0.440294700099798
0.113648264845818	0.02616708019518	0.388685064923195
0.135433987603974	0.104310071325052	0.4757763242837
0.0712117714835653	0.26924060794617	0.414489882511504
0.0774487601207829	-0.473431533672488	0.367718650632796
0.139709838102031	0.0533698526817111	0.577382793537396
0.0247295668318612	-2.42774184172833	0.435456296801988
0.156199398683377	0.287103594325883	0.711245284776595
0.0662184399584897	0.041679283461723	0.322560219853301
0.102505866624339	0.00242715358980931	0.804787748534096
0.118252915911645	-0.181266281724191	0.309657811059196
0.0693820587831183	0.401938103569892	0.322560219853301
0.0829473015395262	-0.361366205297932	0.406425877015195
0.190832211736461	0.0977260222354586	1.01767749363719
0.0670155181901259	0.44919395183009	0.514483550666
0.0400050817849438	-0.166303129768479	0.222566551698804
0.0768666661600595	0.0502242538583201	0.538675567154996
0.047911854118199	0.34261061865928	0.325785822051898
0.10066531474027	0.421582962432281	0.738662903464103
0.104989542621265	-0.09772606157331	0.522547556162408
0.037047659711055	1.02092218011085	0.429005092404907
0.141851859662712	0.128647406219326	1.36604253107879
0.110590329126242	0.262899125029988	1.0902535431043
